sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
MA_0375,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0375,False,True,True,0.0,3,5,4,4.0,0.84,False,none,0.386,0.5,0.828,physics-constrained synthetic generation,2024-01-01
MA_0376,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0376,False,True,True,0.0,4,4,5,4.33,0.78,False,none,0.335,0.528,0.825,physics-constrained synthetic generation,2024-01-01
MA_0377,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0377,False,True,True,0.0,3,5,5,4.33,0.84,False,none,0.349,0.486,0.833,physics-constrained synthetic generation,2024-01-01
MA_0378,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0378,False,True,True,0.0,5,4,5,4.67,0.8,False,none,0.394,0.443,0.827,physics-constrained synthetic generation,2024-01-01
MA_0379,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0379,False,True,True,0.0,5,5,3,4.33,0.81,False,none,0.351,0.512,0.858,physics-constrained synthetic generation,2024-01-01
MA_0380,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0380,False,True,True,0.0,5,4,4,4.33,0.79,False,none,0.399,0.506,0.824,physics-constrained synthetic generation,2024-01-01
MA_0381,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0381,False,True,True,0.0,4,4,5,4.33,0.81,False,none,0.35,0.463,0.848,physics-constrained synthetic generation,2024-01-01
MA_0382,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0382,False,True,True,0.0,4,4,3,3.67,0.79,False,none,0.369,0.447,0.836,physics-constrained synthetic generation,2024-01-01
MA_0383,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0383,False,True,True,0.0,5,5,5,5.0,0.8,False,none,0.361,0.466,0.832,physics-constrained synthetic generation,2024-01-01
MA_0384,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0384,False,True,True,0.0,4,3,5,4.0,0.81,False,none,0.402,0.54,0.828,physics-constrained synthetic generation,2024-01-01
MA_0385,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0385,False,True,True,0.0,5,3,4,4.0,0.81,False,none,0.373,0.517,0.856,physics-constrained synthetic generation,2024-01-01
MA_0386,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0386,False,True,True,0.0,3,3,5,3.67,0.8,False,none,0.405,0.523,0.839,physics-constrained synthetic generation,2024-01-01
MA_0387,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0387,False,True,True,0.0,5,4,4,4.33,0.74,False,none,0.395,0.474,0.844,physics-constrained synthetic generation,2024-01-01
MA_0388,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0388,False,True,True,0.0,3,5,5,4.33,0.81,False,none,0.393,0.426,0.853,physics-constrained synthetic generation,2024-01-01
MA_0389,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0389,False,True,True,0.0,3,5,4,4.0,0.78,False,none,0.388,0.46,0.843,physics-constrained synthetic generation,2024-01-01
MA_0390,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0390,False,True,True,0.0,4,3,3,3.33,0.79,False,none,0.399,0.442,0.821,physics-constrained synthetic generation,2024-01-01
MA_0391,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0391,False,True,True,0.0,3,3,5,3.67,0.81,False,none,0.39,0.451,0.828,physics-constrained synthetic generation,2024-01-01
MA_0392,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0392,False,True,True,0.0,5,5,4,4.67,0.77,False,none,0.341,0.43,0.849,physics-constrained synthetic generation,2024-01-01
MA_0393,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0393,False,True,True,0.0,3,5,5,4.33,0.83,False,none,0.38,0.442,0.853,physics-constrained synthetic generation,2024-01-01
MA_0394,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0394,False,True,True,0.0,3,3,3,3.0,0.81,False,none,0.357,0.436,0.822,physics-constrained synthetic generation,2024-01-01
MA_0395,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0395,False,True,True,0.0,4,5,3,4.0,0.82,False,none,0.369,0.521,0.831,physics-constrained synthetic generation,2024-01-01
MA_0396,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0396,False,True,True,0.0,4,4,4,4.0,0.75,False,none,0.352,0.505,0.858,physics-constrained synthetic generation,2024-01-01
MA_0397,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0397,False,True,True,0.0,4,5,3,4.0,0.81,False,none,0.313,0.523,0.835,physics-constrained synthetic generation,2024-01-01
MA_0398,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0398,False,True,True,0.0,4,3,3,3.33,0.81,False,none,0.339,0.479,0.828,physics-constrained synthetic generation,2024-01-01
MA_0399,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0399,False,True,True,0.0,5,5,4,4.67,0.8,False,none,0.399,0.501,0.85,physics-constrained synthetic generation,2024-01-01
MA_0400,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0400,False,True,True,0.0,4,4,3,3.67,0.76,False,none,0.337,0.425,0.852,physics-constrained synthetic generation,2024-01-01
MA_0401,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0401,False,True,True,0.0,4,5,5,4.67,0.81,False,none,0.411,0.528,0.827,physics-constrained synthetic generation,2024-01-01
MA_0402,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0402,False,True,True,0.0,5,5,5,5.0,0.81,False,none,0.376,0.536,0.852,physics-constrained synthetic generation,2024-01-01
MA_0403,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0403,False,True,True,0.0,3,3,5,3.67,0.83,False,none,0.409,0.433,0.84,physics-constrained synthetic generation,2024-01-01
MA_0404,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0404,False,True,True,0.0,5,5,3,4.33,0.78,False,none,0.312,0.519,0.856,physics-constrained synthetic generation,2024-01-01
MA_0405,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0405,False,True,True,0.0,5,5,5,5.0,0.78,False,none,0.33,0.443,0.834,physics-constrained synthetic generation,2024-01-01
MA_0406,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0406,False,True,True,0.0,3,3,4,3.33,0.82,False,none,0.377,0.425,0.833,physics-constrained synthetic generation,2024-01-01
MA_0407,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0407,False,True,True,0.0,3,5,4,4.0,0.77,False,none,0.41,0.458,0.845,physics-constrained synthetic generation,2024-01-01
MA_0408,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0408,False,True,True,0.0,5,4,4,4.33,0.81,False,none,0.335,0.541,0.823,physics-constrained synthetic generation,2024-01-01
MA_0409,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0409,False,True,True,0.0,3,4,4,3.67,0.83,False,none,0.324,0.456,0.828,physics-constrained synthetic generation,2024-01-01
MA_0410,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0410,False,True,True,0.0,5,3,5,4.33,0.79,False,none,0.4,0.538,0.844,physics-constrained synthetic generation,2024-01-01
MA_0411,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0411,False,True,True,0.0,5,4,4,4.33,0.8,False,none,0.369,0.427,0.847,physics-constrained synthetic generation,2024-01-01
MA_0412,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0412,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.362,0.426,0.833,physics-constrained synthetic generation,2024-01-01
MA_0413,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0413,False,True,True,0.0,5,4,3,4.0,0.76,False,none,0.366,0.518,0.832,physics-constrained synthetic generation,2024-01-01
MA_0414,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0414,False,True,True,0.0,3,4,3,3.33,0.8,False,none,0.347,0.485,0.831,physics-constrained synthetic generation,2024-01-01
MA_0415,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0415,False,True,True,0.0,4,5,5,4.67,0.77,False,none,0.415,0.513,0.827,physics-constrained synthetic generation,2024-01-01
MA_0416,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0416,False,True,True,0.0,4,3,3,3.33,0.76,False,none,0.355,0.513,0.851,physics-constrained synthetic generation,2024-01-01
MA_0417,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0417,False,True,True,0.0,5,5,3,4.33,0.76,False,none,0.327,0.423,0.822,physics-constrained synthetic generation,2024-01-01
MA_0418,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0418,False,True,True,0.0,3,5,3,3.67,0.74,False,none,0.362,0.494,0.857,physics-constrained synthetic generation,2024-01-01
MA_0419,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0419,False,True,True,0.0,5,5,4,4.67,0.76,False,none,0.331,0.433,0.828,physics-constrained synthetic generation,2024-01-01
MA_0420,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0420,False,True,True,0.0,5,4,3,4.0,0.79,False,none,0.349,0.509,0.854,physics-constrained synthetic generation,2024-01-01
MA_0421,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0421,False,True,True,0.0,3,4,5,4.0,0.83,False,none,0.325,0.48,0.853,physics-constrained synthetic generation,2024-01-01
MA_0422,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0422,False,True,True,0.0,3,3,4,3.33,0.83,False,none,0.385,0.47,0.823,physics-constrained synthetic generation,2024-01-01
MA_0423,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0423,False,True,True,0.0,5,4,4,4.33,0.84,False,none,0.367,0.483,0.828,physics-constrained synthetic generation,2024-01-01
MA_0424,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0424,False,True,True,0.0,5,4,4,4.33,0.8,False,none,0.323,0.513,0.84,physics-constrained synthetic generation,2024-01-01
MA_0425,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0425,False,True,True,0.0,5,4,3,4.0,0.83,False,none,0.344,0.486,0.824,physics-constrained synthetic generation,2024-01-01
MA_0426,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0426,False,True,True,0.0,5,3,3,3.67,0.8,False,none,0.373,0.426,0.824,physics-constrained synthetic generation,2024-01-01
MA_0427,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0427,False,True,True,0.0,3,5,4,4.0,0.79,False,none,0.384,0.447,0.837,physics-constrained synthetic generation,2024-01-01
MA_0428,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0428,False,True,True,0.0,3,4,4,3.67,0.79,False,none,0.379,0.445,0.853,physics-constrained synthetic generation,2024-01-01
MA_0429,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0429,False,True,True,0.0,5,3,3,3.67,0.76,False,none,0.32,0.452,0.833,physics-constrained synthetic generation,2024-01-01
MA_0430,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0430,False,True,True,0.0,3,5,3,3.67,0.83,False,none,0.318,0.528,0.837,physics-constrained synthetic generation,2024-01-01
MA_0431,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0431,False,True,True,0.0,3,4,5,4.0,0.8,False,none,0.412,0.534,0.825,physics-constrained synthetic generation,2024-01-01
MA_0432,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0432,False,True,True,0.0,4,4,3,3.67,0.79,False,none,0.349,0.431,0.854,physics-constrained synthetic generation,2024-01-01
MA_0433,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0433,False,True,True,0.0,5,4,3,4.0,0.84,False,none,0.367,0.46,0.846,physics-constrained synthetic generation,2024-01-01
MA_0434,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0434,False,True,True,0.0,5,4,3,4.0,0.8,False,none,0.342,0.515,0.846,physics-constrained synthetic generation,2024-01-01
MA_0435,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0435,False,True,True,0.0,5,4,4,4.33,0.84,False,none,0.359,0.464,0.838,physics-constrained synthetic generation,2024-01-01
MA_0436,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0436,False,True,True,0.0,5,5,3,4.33,0.82,False,none,0.363,0.426,0.822,physics-constrained synthetic generation,2024-01-01
MA_0437,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0437,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.319,0.448,0.827,physics-constrained synthetic generation,2024-01-01
MA_0438,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0438,False,True,True,0.0,3,5,3,3.67,0.81,False,none,0.367,0.455,0.849,physics-constrained synthetic generation,2024-01-01
MA_0439,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0439,False,True,True,0.0,5,5,3,4.33,0.79,False,none,0.407,0.468,0.841,physics-constrained synthetic generation,2024-01-01
MA_0440,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0440,False,True,True,0.0,4,5,5,4.67,0.79,False,none,0.326,0.499,0.84,physics-constrained synthetic generation,2024-01-01
MA_0441,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0441,False,True,True,0.0,3,3,3,3.0,0.84,False,none,0.373,0.522,0.844,physics-constrained synthetic generation,2024-01-01
MA_0442,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0442,False,True,True,0.0,4,4,4,4.0,0.77,False,none,0.338,0.486,0.84,physics-constrained synthetic generation,2024-01-01
MA_0443,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0443,False,True,True,0.0,3,4,4,3.67,0.77,False,none,0.376,0.444,0.829,physics-constrained synthetic generation,2024-01-01
MA_0444,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0444,False,True,True,0.0,5,3,3,3.67,0.78,False,none,0.331,0.541,0.84,physics-constrained synthetic generation,2024-01-01
MA_0445,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0445,False,True,True,0.0,3,4,4,3.67,0.83,False,none,0.355,0.534,0.822,physics-constrained synthetic generation,2024-01-01
MA_0446,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0446,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.324,0.513,0.854,physics-constrained synthetic generation,2024-01-01
MA_0447,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0447,False,True,True,0.0,4,5,3,4.0,0.82,False,none,0.375,0.488,0.824,physics-constrained synthetic generation,2024-01-01
MA_0448,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0448,False,True,True,0.0,5,4,4,4.33,0.76,False,none,0.368,0.537,0.857,physics-constrained synthetic generation,2024-01-01
MA_0449,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0449,False,True,True,0.0,4,5,4,4.33,0.81,False,none,0.323,0.496,0.831,physics-constrained synthetic generation,2024-01-01
MA_0450,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0450,False,True,True,0.0,4,3,5,4.0,0.82,False,none,0.376,0.433,0.821,physics-constrained synthetic generation,2024-01-01
MA_0451,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0451,False,True,True,0.0,5,5,5,5.0,0.77,False,none,0.378,0.433,0.842,physics-constrained synthetic generation,2024-01-01
MA_0452,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0452,False,True,True,0.0,4,3,5,4.0,0.78,False,none,0.338,0.44,0.845,physics-constrained synthetic generation,2024-01-01
MA_0453,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0453,False,True,True,0.0,3,5,4,4.0,0.81,False,none,0.35,0.504,0.827,physics-constrained synthetic generation,2024-01-01
MA_0454,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0454,False,True,True,0.0,5,4,4,4.33,0.81,False,none,0.395,0.538,0.847,physics-constrained synthetic generation,2024-01-01
MA_0455,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0455,False,True,True,0.0,3,4,5,4.0,0.79,False,none,0.414,0.452,0.828,physics-constrained synthetic generation,2024-01-01
MA_0456,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0456,False,True,True,0.0,5,4,3,4.0,0.75,False,none,0.354,0.456,0.827,physics-constrained synthetic generation,2024-01-01
MA_0457,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0457,False,True,True,0.0,5,5,4,4.67,0.84,False,none,0.34,0.47,0.838,physics-constrained synthetic generation,2024-01-01
MA_0458,market_analysis,train,reasoning,medium,IEEE-14,SCN_MA_0458,False,True,True,0.0,3,5,4,4.0,0.76,False,none,0.388,0.532,0.841,physics-constrained synthetic generation,2024-01-01
MA_0459,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0459,False,True,True,0.0,3,5,3,3.67,0.78,False,none,0.338,0.503,0.827,physics-constrained synthetic generation,2024-01-01
MA_0460,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0460,False,True,True,0.0,3,3,5,3.67,0.77,False,none,0.401,0.521,0.825,physics-constrained synthetic generation,2024-01-01
MA_0461,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0461,False,True,True,0.0,4,3,5,4.0,0.79,False,none,0.343,0.43,0.854,physics-constrained synthetic generation,2024-01-01
MA_0462,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0462,False,True,True,0.0,4,5,5,4.67,0.81,False,none,0.342,0.451,0.857,physics-constrained synthetic generation,2024-01-01
MA_0463,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0463,False,True,True,0.0,4,5,4,4.33,0.76,False,none,0.324,0.517,0.822,physics-constrained synthetic generation,2024-01-01
MA_0464,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0464,False,True,True,0.0,3,3,3,3.0,0.81,False,none,0.317,0.448,0.848,physics-constrained synthetic generation,2024-01-01
MA_0465,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0465,False,True,True,0.0,3,5,3,3.67,0.77,False,none,0.4,0.518,0.837,physics-constrained synthetic generation,2024-01-01
MA_0466,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0466,False,True,True,0.0,3,4,5,4.0,0.8,False,none,0.337,0.439,0.823,physics-constrained synthetic generation,2024-01-01
MA_0467,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0467,False,True,True,0.0,3,5,3,3.67,0.75,False,none,0.33,0.47,0.857,physics-constrained synthetic generation,2024-01-01
MA_0468,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0468,False,True,True,0.0,5,4,3,4.0,0.84,False,none,0.35,0.509,0.83,physics-constrained synthetic generation,2024-01-01
MA_0469,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0469,False,True,True,0.0,3,5,5,4.33,0.8,False,none,0.381,0.432,0.824,physics-constrained synthetic generation,2024-01-01
MA_0470,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0470,False,True,True,0.0,4,3,5,4.0,0.84,False,none,0.398,0.519,0.84,physics-constrained synthetic generation,2024-01-01
MA_0471,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0471,False,True,True,0.0,3,3,3,3.0,0.81,False,none,0.363,0.448,0.836,physics-constrained synthetic generation,2024-01-01
MA_0472,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0472,False,True,True,0.0,5,5,5,5.0,0.81,False,none,0.41,0.503,0.841,physics-constrained synthetic generation,2024-01-01
MA_0473,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0473,False,True,True,0.0,4,3,5,4.0,0.75,False,none,0.365,0.47,0.835,physics-constrained synthetic generation,2024-01-01
MA_0474,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0474,False,True,True,0.0,4,5,4,4.33,0.77,False,none,0.38,0.457,0.85,physics-constrained synthetic generation,2024-01-01
MA_0475,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0475,False,True,True,0.0,5,3,4,4.0,0.83,False,none,0.389,0.446,0.842,physics-constrained synthetic generation,2024-01-01
MA_0476,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0476,False,True,True,0.0,5,4,4,4.33,0.82,False,none,0.345,0.538,0.834,physics-constrained synthetic generation,2024-01-01
MA_0477,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0477,False,True,True,0.0,4,5,4,4.33,0.77,False,none,0.337,0.538,0.828,physics-constrained synthetic generation,2024-01-01
MA_0478,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0478,False,True,True,0.0,3,4,4,3.67,0.82,False,none,0.324,0.495,0.848,physics-constrained synthetic generation,2024-01-01
MA_0479,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0479,False,True,True,0.0,3,4,3,3.33,0.78,False,none,0.326,0.512,0.844,physics-constrained synthetic generation,2024-01-01
MA_0480,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0480,False,True,True,0.0,5,5,3,4.33,0.79,False,none,0.35,0.471,0.822,physics-constrained synthetic generation,2024-01-01
MA_0481,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0481,False,True,True,0.0,3,5,3,3.67,0.83,False,none,0.415,0.532,0.834,physics-constrained synthetic generation,2024-01-01
MA_0482,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0482,False,True,True,0.0,4,4,5,4.33,0.81,False,none,0.361,0.49,0.823,physics-constrained synthetic generation,2024-01-01
MA_0483,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0483,False,True,True,0.0,3,3,4,3.33,0.83,False,none,0.408,0.505,0.838,physics-constrained synthetic generation,2024-01-01
MA_0484,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0484,False,True,True,0.0,5,3,4,4.0,0.78,False,none,0.386,0.476,0.825,physics-constrained synthetic generation,2024-01-01
MA_0485,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0485,False,True,True,0.0,5,4,3,4.0,0.74,False,none,0.399,0.469,0.834,physics-constrained synthetic generation,2024-01-01
MA_0486,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0486,False,True,True,0.0,5,5,3,4.33,0.79,False,none,0.391,0.498,0.825,physics-constrained synthetic generation,2024-01-01
MA_0487,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0487,False,True,True,0.0,4,4,5,4.33,0.75,False,none,0.36,0.447,0.839,physics-constrained synthetic generation,2024-01-01
MA_0488,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0488,False,True,True,0.0,3,5,5,4.33,0.75,False,none,0.395,0.428,0.848,physics-constrained synthetic generation,2024-01-01
MA_0489,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0489,False,True,True,0.0,5,3,3,3.67,0.8,False,none,0.348,0.517,0.825,physics-constrained synthetic generation,2024-01-01
MA_0490,market_analysis,train,factual,easy,IEEE-30,SCN_MA_0490,False,True,True,0.0,3,3,3,3.0,0.79,False,none,0.402,0.51,0.849,physics-constrained synthetic generation,2024-01-01
MA_0491,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0491,False,True,True,0.0,3,3,3,3.0,0.79,False,none,0.365,0.432,0.823,physics-constrained synthetic generation,2024-01-01
MA_0492,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0492,False,True,True,0.0,5,3,4,4.0,0.84,False,none,0.32,0.44,0.835,physics-constrained synthetic generation,2024-01-01
MA_0493,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0493,False,True,True,0.0,4,4,4,4.0,0.82,False,none,0.347,0.54,0.852,physics-constrained synthetic generation,2024-01-01
MA_0494,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0494,False,True,True,0.0,4,5,5,4.67,0.81,False,none,0.376,0.499,0.84,physics-constrained synthetic generation,2024-01-01
MA_0495,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0495,False,True,True,0.0,4,3,4,3.67,0.75,False,none,0.345,0.522,0.842,physics-constrained synthetic generation,2024-01-01
MA_0496,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0496,False,True,True,0.0,4,3,5,4.0,0.83,False,none,0.411,0.451,0.831,physics-constrained synthetic generation,2024-01-01
MA_0497,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0497,False,True,True,0.0,4,5,4,4.33,0.75,False,none,0.334,0.525,0.851,physics-constrained synthetic generation,2024-01-01
MA_0498,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0498,False,True,True,0.0,4,3,3,3.33,0.78,False,none,0.411,0.502,0.852,physics-constrained synthetic generation,2024-01-01
MA_0499,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0499,False,True,True,0.0,4,4,4,4.0,0.74,False,none,0.361,0.53,0.823,physics-constrained synthetic generation,2024-01-01
MA_0500,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0500,False,True,True,0.0,4,4,4,4.0,0.83,False,none,0.381,0.473,0.845,physics-constrained synthetic generation,2024-01-01
MA_0501,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0501,False,True,True,0.0,5,3,3,3.67,0.77,False,none,0.398,0.54,0.855,physics-constrained synthetic generation,2024-01-01
MA_0502,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0502,False,True,True,0.0,3,5,5,4.33,0.75,False,none,0.34,0.531,0.84,physics-constrained synthetic generation,2024-01-01
MA_0503,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0503,False,True,True,0.0,5,4,4,4.33,0.79,False,none,0.33,0.507,0.835,physics-constrained synthetic generation,2024-01-01
MA_0504,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0504,False,True,True,0.0,5,5,3,4.33,0.8,False,none,0.321,0.467,0.824,physics-constrained synthetic generation,2024-01-01
MA_0505,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0505,False,True,True,0.0,4,4,4,4.0,0.78,False,none,0.332,0.459,0.853,physics-constrained synthetic generation,2024-01-01
MA_0506,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0506,False,True,True,0.0,3,5,5,4.33,0.81,False,none,0.413,0.525,0.847,physics-constrained synthetic generation,2024-01-01
MA_0507,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0507,False,True,True,0.0,5,4,4,4.33,0.79,False,none,0.316,0.426,0.842,physics-constrained synthetic generation,2024-01-01
MA_0508,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0508,False,True,True,0.0,3,3,3,3.0,0.76,False,none,0.38,0.49,0.842,physics-constrained synthetic generation,2024-01-01
MA_0509,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0509,False,True,True,0.0,4,4,4,4.0,0.81,False,none,0.317,0.444,0.84,physics-constrained synthetic generation,2024-01-01
MA_0510,market_analysis,train,multi_step,hard,IEEE-118,SCN_MA_0510,False,True,True,0.0,4,4,4,4.0,0.74,False,none,0.369,0.516,0.832,physics-constrained synthetic generation,2024-01-01
MA_0511,market_analysis,train,factual,easy,IEEE-118,SCN_MA_0511,False,True,True,0.0,3,3,5,3.67,0.83,False,none,0.395,0.517,0.846,physics-constrained synthetic generation,2024-01-01
MA_0512,market_analysis,train,reasoning,medium,IEEE-118,SCN_MA_0512,False,True,True,0.0,5,5,3,4.33,0.77,False,none,0.378,0.474,0.826,physics-constrained synthetic generation,2024-01-01
MA_0513,market_analysis,train,multi_step,hard,IEEE-30,SCN_MA_0513,False,True,True,0.0,3,5,4,4.0,0.76,False,none,0.359,0.541,0.834,physics-constrained synthetic generation,2024-01-01
MA_0514,market_analysis,train,factual,easy,IEEE-14,SCN_MA_0514,False,True,True,0.0,5,4,5,4.67,0.8,False,none,0.373,0.533,0.845,physics-constrained synthetic generation,2024-01-01
MA_0515,market_analysis,train,reasoning,medium,IEEE-30,SCN_MA_0515,False,True,True,0.0,5,4,5,4.67,0.83,False,none,0.335,0.489,0.849,physics-constrained synthetic generation,2024-01-01
