doc_id,document_type,title,authors,publication_year,publisher,doi,primary_category,sub_category,keywords,abstract_snippet,page_count,language,access_type,citation_count,is_peer_reviewed,covers_physics_constraints,covers_llm_methods,covers_power_systems,covers_renewable_energy,covers_market_analysis,covers_anomaly_detection,relevance_score
KB_0239,ieee_standard,Study on grid operations topic 239: optimal power flow approaches,"Author_239A, Author_239B",2018,CIGRE,10.1109/PES.2018.896592,grid_operations,review,"optimal power flow, anomaly detection, grid topology, low-rank adaptation",This paper investigates optimal power flow methods for grid operations applications with emphasis on anomaly detection techniques...,29,English,subscription,2,False,False,False,True,False,False,True,0.63
KB_0240,grid_code,Study on power systems topic 240: grid topology approaches,"Author_240A, Author_240B",2024,IET,10.1109/PES.2024.504397,power_systems,review,"grid topology, frequency regulation, SCADA, curtailment",This paper investigates grid topology methods for power systems applications with emphasis on frequency regulation techniques...,25,English,subscription,228,False,False,False,True,False,False,False,0.84
KB_0241,conference_paper,Study on grid operations topic 241: question answering approaches,"Author_241A, Author_241B",2020,IEA,10.1109/PES.2020.960824,grid_operations,analysis,"decision support, inertia, LoRA fine-tuning, question answering",This paper investigates decision support methods for grid operations applications with emphasis on inertia techniques...,33,English,public,117,True,False,True,True,False,False,False,0.91
KB_0242,grid_code,Study on power systems topic 242: SCADA approaches,"Author_242A, Author_242B",2019,IEEE,10.1109/PES.2019.801779,power_systems,review,"market clearing, power flow, SCADA, renewable",This paper investigates market clearing methods for power systems applications with emphasis on power flow techniques...,28,English,public,80,False,False,False,True,True,False,False,0.58
KB_0243,technical_report,Study on AI ML topic 243: physics-informed approaches,"Author_243A, Author_243B",2016,CIGRE,10.1109/PES.2016.360615,AI_ML,modeling,"decision support, large language model, physics-informed, demand forecasting",This paper investigates decision support methods for AI ML applications with emphasis on large language model techniques...,39,English,open_access,57,False,True,True,False,False,False,False,0.67
KB_0244,conference_paper,Study on market design topic 244: large language model approaches,"Author_244A, Author_244B",2018,IET,10.1109/PES.2018.600591,market_design,analysis,"question answering, large language model, renewable, market clearing",This paper investigates question answering methods for market design applications with emphasis on large language model techniques...,40,English,public,135,True,False,True,False,True,True,False,0.55
KB_0245,technical_report,Study on renewable energy topic 245: multimodal learning approaches,"Author_245A, Author_245B",2019,CIGRE,10.1109/PES.2019.891921,renewable_energy,optimization,"voltage stability, multimodal learning, curtailment, LoRA fine-tuning",This paper investigates voltage stability methods for renewable energy applications with emphasis on multimodal learning techniques...,28,English,public,246,False,False,True,False,True,False,False,0.65
KB_0246,regulatory_document,Study on market design topic 246: unit commitment approaches,"Author_246A, Author_246B",2016,Elsevier,10.1109/PES.2016.280363,market_design,modeling,"unit commitment, large language model, frequency regulation, inertia",This paper investigates unit commitment methods for market design applications with emphasis on large language model techniques...,42,English,open_access,232,False,False,True,False,False,True,False,0.58
KB_0247,regulatory_document,Study on AI ML topic 247: unit commitment approaches,"Author_247A, Author_247B",2022,Springer,10.1109/PES.2022.244481,AI_ML,optimization,"SCADA, unit commitment, frequency regulation, demand forecasting",This paper investigates SCADA methods for AI ML applications with emphasis on unit commitment techniques...,22,English,public,174,False,False,False,False,False,False,False,0.89
KB_0248,regulatory_document,Study on renewable energy topic 248: voltage stability approaches,"Author_248A, Author_248B",2016,FERC,10.1109/PES.2016.491426,renewable_energy,forecasting,"voltage stability, large language model, low-rank adaptation, curtailment",This paper investigates voltage stability methods for renewable energy applications with emphasis on large language model techniques...,10,English,public,68,False,False,True,False,True,False,False,0.62
KB_0249,grid_code,Study on power systems topic 249: grid topology approaches,"Author_249A, Author_249B",2020,Springer,10.1109/PES.2020.899129,power_systems,modeling,"market clearing, grid topology, question answering, physics-informed",This paper investigates market clearing methods for power systems applications with emphasis on grid topology techniques...,19,English,public,76,False,True,False,True,False,False,False,0.97
KB_0250,grid_code,Study on power systems topic 250: low-rank adaptation approaches,"Author_250A, Author_250B",2022,CIGRE,10.1109/PES.2022.876964,power_systems,modeling,"decision support, low-rank adaptation, renewable, grid topology",This paper investigates decision support methods for power systems applications with emphasis on low-rank adaptation techniques...,38,English,subscription,16,False,False,False,True,True,False,False,0.99
KB_0251,conference_paper,Study on renewable energy topic 251: inertia approaches,"Author_251A, Author_251B",2020,CIGRE,10.1109/PES.2020.888979,renewable_energy,forecasting,"inertia, decision support, GNN, power flow",This paper investigates inertia methods for renewable energy applications with emphasis on decision support techniques...,35,English,subscription,220,True,False,False,False,True,False,False,0.54
KB_0252,journal_article,Study on energy policy topic 252: unit commitment approaches,"Author_252A, Author_252B",2017,CAISO,10.1109/PES.2017.994581,energy_policy,modeling,"physics-informed, unit commitment, decision support, optimal power flow",This paper investigates physics-informed methods for energy policy applications with emphasis on unit commitment techniques...,40,English,subscription,27,True,True,False,False,False,False,False,0.66
KB_0253,grid_code,Study on grid operations topic 253: power flow approaches,"Author_253A, Author_253B",2019,IEA,10.1109/PES.2019.941948,grid_operations,modeling,"power flow, optimal power flow, question answering, inertia",This paper investigates power flow methods for grid operations applications with emphasis on optimal power flow techniques...,35,English,subscription,206,False,False,False,True,False,False,False,0.7
KB_0254,ieee_standard,Study on grid operations topic 254: large language model approaches,"Author_254A, Author_254B",2024,FERC,10.1109/PES.2024.962218,grid_operations,review,"curtailment, large language model, inertia, low-rank adaptation",This paper investigates curtailment methods for grid operations applications with emphasis on large language model techniques...,30,English,public,258,False,False,True,True,False,False,False,0.69
KB_0255,ieee_standard,Study on market design topic 255: SCADA approaches,"Author_255A, Author_255B",2022,Springer,10.1109/PES.2022.350497,market_design,modeling,"renewable, SCADA, multimodal learning, power flow",This paper investigates renewable methods for market design applications with emphasis on SCADA techniques...,27,English,subscription,190,False,False,False,False,True,True,False,0.74
KB_0256,grid_code,Study on energy policy topic 256: physics-informed approaches,"Author_256A, Author_256B",2017,ENTSO-E,10.1109/PES.2017.869484,energy_policy,review,"unit commitment, market clearing, power flow, physics-informed",This paper investigates unit commitment methods for energy policy applications with emphasis on market clearing techniques...,15,English,open_access,129,False,True,False,False,False,False,False,0.8
KB_0257,conference_paper,Study on market design topic 257: demand forecasting approaches,"Author_257A, Author_257B",2017,ENTSO-E,10.1109/PES.2017.245480,market_design,analysis,"decision support, multimodal learning, demand forecasting, inertia",This paper investigates decision support methods for market design applications with emphasis on multimodal learning techniques...,32,English,subscription,161,True,False,False,False,False,True,False,0.8
KB_0258,ieee_standard,Study on grid operations topic 258: large language model approaches,"Author_258A, Author_258B",2016,Elsevier,10.1109/PES.2016.308106,grid_operations,forecasting,"multimodal learning, inertia, SCADA, large language model",This paper investigates multimodal learning methods for grid operations applications with emphasis on inertia techniques...,25,English,open_access,212,False,False,True,True,False,False,False,0.72
KB_0259,journal_article,Study on AI ML topic 259: anomaly detection approaches,"Author_259A, Author_259B",2017,Springer,10.1109/PES.2017.768554,AI_ML,forecasting,"frequency regulation, GNN, LoRA fine-tuning, anomaly detection",This paper investigates frequency regulation methods for AI ML applications with emphasis on GNN techniques...,44,English,open_access,120,True,False,True,False,False,False,True,0.51
KB_0260,conference_paper,Study on renewable energy topic 260: inertia approaches,"Author_260A, Author_260B",2023,DOE,10.1109/PES.2023.460773,renewable_energy,analysis,"curtailment, power flow, market clearing, inertia",This paper investigates curtailment methods for renewable energy applications with emphasis on power flow techniques...,14,English,public,275,True,False,False,False,True,False,False,0.85
KB_0261,journal_article,Study on AI ML topic 261: large language model approaches,"Author_261A, Author_261B",2019,IET,10.1109/PES.2019.506859,AI_ML,control,"unit commitment, question answering, market clearing, large language model",This paper investigates unit commitment methods for AI ML applications with emphasis on question answering techniques...,42,English,open_access,277,True,False,True,False,False,False,False,0.99
KB_0262,conference_paper,Study on power systems topic 262: curtailment approaches,"Author_262A, Author_262B",2018,IEA,10.1109/PES.2018.763621,power_systems,forecasting,"multimodal learning, optimal power flow, market clearing, curtailment",This paper investigates multimodal learning methods for power systems applications with emphasis on optimal power flow techniques...,39,English,public,235,True,False,False,True,False,False,False,0.86
KB_0263,journal_article,Study on grid operations topic 263: anomaly detection approaches,"Author_263A, Author_263B",2023,FERC,10.1109/PES.2023.372379,grid_operations,optimization,"renewable, anomaly detection, optimal power flow, demand forecasting",This paper investigates renewable methods for grid operations applications with emphasis on anomaly detection techniques...,11,English,public,104,True,False,False,True,True,False,True,0.87
KB_0264,journal_article,Study on grid operations topic 264: question answering approaches,"Author_264A, Author_264B",2018,IEEE,10.1109/PES.2018.760404,grid_operations,modeling,"GNN, large language model, anomaly detection, question answering",This paper investigates GNN methods for grid operations applications with emphasis on large language model techniques...,19,English,open_access,74,True,False,True,True,False,False,True,0.93
KB_0265,technical_report,Study on grid operations topic 265: physics-informed approaches,"Author_265A, Author_265B",2019,CIGRE,10.1109/PES.2019.279019,grid_operations,modeling,"SCADA, physics-informed, low-rank adaptation, decision support",This paper investigates SCADA methods for grid operations applications with emphasis on physics-informed techniques...,38,English,subscription,145,False,True,False,True,False,False,False,0.95
KB_0266,ieee_standard,Study on AI ML topic 266: GNN approaches,"Author_266A, Author_266B",2020,CIGRE,10.1109/PES.2020.574107,AI_ML,control,"GNN, optimal power flow, decision support, SCADA",This paper investigates GNN methods for AI ML applications with emphasis on optimal power flow techniques...,18,English,public,179,False,False,False,False,False,False,False,0.81
KB_0267,ieee_standard,Study on AI ML topic 267: demand forecasting approaches,"Author_267A, Author_267B",2024,DOE,10.1109/PES.2024.579042,AI_ML,control,"power flow, large language model, multimodal learning, demand forecasting",This paper investigates power flow methods for AI ML applications with emphasis on large language model techniques...,19,English,public,32,False,False,True,False,False,False,False,0.95
KB_0268,regulatory_document,Study on AI ML topic 268: physics-informed approaches,"Author_268A, Author_268B",2020,IEA,10.1109/PES.2020.153685,AI_ML,modeling,"physics-informed, anomaly detection, renewable, large language model",This paper investigates physics-informed methods for AI ML applications with emphasis on anomaly detection techniques...,33,English,open_access,235,False,True,True,False,True,False,True,0.94
KB_0269,ieee_standard,Study on energy policy topic 269: physics-informed approaches,"Author_269A, Author_269B",2015,CAISO,10.1109/PES.2015.380740,energy_policy,control,"inertia, physics-informed, unit commitment, decision support",This paper investigates inertia methods for energy policy applications with emphasis on physics-informed techniques...,16,English,open_access,232,False,True,False,False,False,False,False,0.63
KB_0270,grid_code,Study on power systems topic 270: low-rank adaptation approaches,"Author_270A, Author_270B",2019,ENTSO-E,10.1109/PES.2019.228887,power_systems,analysis,"LoRA fine-tuning, low-rank adaptation, unit commitment, SCADA",This paper investigates LoRA fine-tuning methods for power systems applications with emphasis on low-rank adaptation techniques...,24,English,public,115,False,False,True,True,False,False,False,0.73
KB_0271,grid_code,Study on renewable energy topic 271: GNN approaches,"Author_271A, Author_271B",2016,Springer,10.1109/PES.2016.858927,renewable_energy,analysis,"unit commitment, GNN, inertia, market clearing",This paper investigates unit commitment methods for renewable energy applications with emphasis on GNN techniques...,25,English,public,57,False,False,False,False,True,False,False,0.67
KB_0272,grid_code,Study on renewable energy topic 272: decision support approaches,"Author_272A, Author_272B",2015,NERC,10.1109/PES.2015.902395,renewable_energy,review,"optimal power flow, low-rank adaptation, decision support, LoRA fine-tuning",This paper investigates optimal power flow methods for renewable energy applications with emphasis on low-rank adaptation techniques...,42,English,public,267,False,False,True,False,True,False,False,0.52
KB_0273,regulatory_document,Study on power systems topic 273: large language model approaches,"Author_273A, Author_273B",2021,Elsevier,10.1109/PES.2021.630842,power_systems,forecasting,"voltage stability, anomaly detection, large language model, optimal power flow",This paper investigates voltage stability methods for power systems applications with emphasis on anomaly detection techniques...,40,English,open_access,165,False,False,True,True,False,False,True,0.53
KB_0274,journal_article,Study on grid operations topic 274: unit commitment approaches,"Author_274A, Author_274B",2016,Springer,10.1109/PES.2016.283653,grid_operations,forecasting,"unit commitment, market clearing, decision support, low-rank adaptation",This paper investigates unit commitment methods for grid operations applications with emphasis on market clearing techniques...,43,English,public,188,True,False,False,True,False,False,False,0.56
KB_0275,journal_article,Study on AI ML topic 275: curtailment approaches,"Author_275A, Author_275B",2018,FERC,10.1109/PES.2018.911695,AI_ML,forecasting,"inertia, GNN, SCADA, curtailment",This paper investigates inertia methods for AI ML applications with emphasis on GNN techniques...,22,English,open_access,96,True,False,False,False,False,False,False,0.64
KB_0276,grid_code,Study on grid operations topic 276: decision support approaches,"Author_276A, Author_276B",2018,CIGRE,10.1109/PES.2018.142608,grid_operations,analysis,"question answering, anomaly detection, decision support, SCADA",This paper investigates question answering methods for grid operations applications with emphasis on anomaly detection techniques...,28,English,open_access,217,False,False,False,True,False,False,True,0.85
KB_0277,regulatory_document,Study on power systems topic 277: unit commitment approaches,"Author_277A, Author_277B",2023,IET,10.1109/PES.2023.720400,power_systems,control,"GNN, curtailment, demand forecasting, unit commitment",This paper investigates GNN methods for power systems applications with emphasis on curtailment techniques...,32,English,public,116,False,False,False,True,False,False,False,0.66
KB_0278,conference_paper,Study on AI ML topic 278: power flow approaches,"Author_278A, Author_278B",2024,FERC,10.1109/PES.2024.659317,AI_ML,control,"market clearing, power flow, question answering, low-rank adaptation",This paper investigates market clearing methods for AI ML applications with emphasis on power flow techniques...,19,English,open_access,212,True,False,False,False,False,False,False,0.65
KB_0279,technical_report,Study on energy policy topic 279: LoRA fine-tuning approaches,"Author_279A, Author_279B",2015,NERC,10.1109/PES.2015.540258,energy_policy,control,"curtailment, GNN, low-rank adaptation, LoRA fine-tuning",This paper investigates curtailment methods for energy policy applications with emphasis on GNN techniques...,11,English,open_access,5,False,False,True,False,False,False,False,0.51
KB_0280,journal_article,Study on market design topic 280: low-rank adaptation approaches,"Author_280A, Author_280B",2023,NERC,10.1109/PES.2023.655570,market_design,control,"LoRA fine-tuning, curtailment, low-rank adaptation, demand forecasting",This paper investigates LoRA fine-tuning methods for market design applications with emphasis on curtailment techniques...,10,English,subscription,66,True,False,True,False,False,True,False,0.92
KB_0281,ieee_standard,Study on energy policy topic 281: SCADA approaches,"Author_281A, Author_281B",2019,IEA,10.1109/PES.2019.121216,energy_policy,control,"SCADA, frequency regulation, low-rank adaptation, inertia",This paper investigates SCADA methods for energy policy applications with emphasis on frequency regulation techniques...,13,English,public,178,False,False,False,False,False,False,False,0.92
KB_0282,ieee_standard,Study on AI ML topic 282: grid topology approaches,"Author_282A, Author_282B",2018,CAISO,10.1109/PES.2018.440113,AI_ML,control,"market clearing, grid topology, renewable, anomaly detection",This paper investigates market clearing methods for AI ML applications with emphasis on grid topology techniques...,36,English,open_access,231,False,False,False,False,True,False,True,0.78
KB_0283,ieee_standard,Study on grid operations topic 283: multimodal learning approaches,"Author_283A, Author_283B",2024,NERC,10.1109/PES.2024.447722,grid_operations,control,"anomaly detection, curtailment, market clearing, multimodal learning",This paper investigates anomaly detection methods for grid operations applications with emphasis on curtailment techniques...,9,English,open_access,116,False,False,False,True,False,False,True,0.56
KB_0284,grid_code,Study on market design topic 284: market clearing approaches,"Author_284A, Author_284B",2018,DOE,10.1109/PES.2018.298953,market_design,forecasting,"demand forecasting, unit commitment, voltage stability, market clearing",This paper investigates demand forecasting methods for market design applications with emphasis on unit commitment techniques...,13,English,public,268,False,False,False,False,False,True,False,0.63
KB_0285,regulatory_document,Study on renewable energy topic 285: decision support approaches,"Author_285A, Author_285B",2021,Springer,10.1109/PES.2021.960438,renewable_energy,control,"large language model, inertia, demand forecasting, decision support",This paper investigates large language model methods for renewable energy applications with emphasis on inertia techniques...,23,English,public,280,False,False,True,False,True,False,False,0.75
KB_0286,ieee_standard,Study on power systems topic 286: GNN approaches,"Author_286A, Author_286B",2016,IET,10.1109/PES.2016.434503,power_systems,forecasting,"anomaly detection, optimal power flow, GNN, SCADA",This paper investigates anomaly detection methods for power systems applications with emphasis on optimal power flow techniques...,26,English,open_access,32,False,False,False,True,False,False,True,0.77
KB_0287,ieee_standard,Study on AI ML topic 287: SCADA approaches,"Author_287A, Author_287B",2016,Elsevier,10.1109/PES.2016.409250,AI_ML,optimization,"market clearing, multimodal learning, LoRA fine-tuning, SCADA",This paper investigates market clearing methods for AI ML applications with emphasis on multimodal learning techniques...,15,English,public,52,False,False,True,False,False,False,False,0.99
KB_0288,grid_code,Study on AI ML topic 288: GNN approaches,"Author_288A, Author_288B",2021,ENTSO-E,10.1109/PES.2021.777172,AI_ML,forecasting,"frequency regulation, GNN, power flow, unit commitment",This paper investigates frequency regulation methods for AI ML applications with emphasis on GNN techniques...,29,English,public,91,False,False,False,False,False,False,False,0.85
KB_0289,ieee_standard,Study on market design topic 289: LoRA fine-tuning approaches,"Author_289A, Author_289B",2020,EPRI,10.1109/PES.2020.231016,market_design,modeling,"power flow, grid topology, LoRA fine-tuning, voltage stability",This paper investigates power flow methods for market design applications with emphasis on grid topology techniques...,14,English,public,15,False,False,True,False,False,True,False,0.53
KB_0290,grid_code,Study on power systems topic 290: question answering approaches,"Author_290A, Author_290B",2019,CIGRE,10.1109/PES.2019.806374,power_systems,modeling,"LoRA fine-tuning, multimodal learning, market clearing, question answering",This paper investigates LoRA fine-tuning methods for power systems applications with emphasis on multimodal learning techniques...,42,English,public,26,False,False,True,True,False,False,False,0.84
KB_0291,ieee_standard,Study on renewable energy topic 291: demand forecasting approaches,"Author_291A, Author_291B",2022,DOE,10.1109/PES.2022.734742,renewable_energy,analysis,"demand forecasting, curtailment, question answering, SCADA",This paper investigates demand forecasting methods for renewable energy applications with emphasis on curtailment techniques...,14,English,subscription,251,False,False,False,False,True,False,False,0.77
KB_0292,journal_article,Study on energy policy topic 292: voltage stability approaches,"Author_292A, Author_292B",2022,FERC,10.1109/PES.2022.450533,energy_policy,optimization,"voltage stability, physics-informed, renewable, SCADA",This paper investigates voltage stability methods for energy policy applications with emphasis on physics-informed techniques...,27,English,subscription,0,True,True,False,False,True,False,False,0.52
KB_0293,technical_report,Study on grid operations topic 293: power flow approaches,"Author_293A, Author_293B",2015,CAISO,10.1109/PES.2015.646575,grid_operations,forecasting,"low-rank adaptation, SCADA, curtailment, power flow",This paper investigates low-rank adaptation methods for grid operations applications with emphasis on SCADA techniques...,26,English,public,97,False,False,False,True,False,False,False,0.54
KB_0294,conference_paper,Study on AI ML topic 294: SCADA approaches,"Author_294A, Author_294B",2016,IET,10.1109/PES.2016.418397,AI_ML,review,"SCADA, optimal power flow, large language model, multimodal learning",This paper investigates SCADA methods for AI ML applications with emphasis on optimal power flow techniques...,9,English,public,5,True,False,True,False,False,False,False,0.68
KB_0295,journal_article,Study on energy policy topic 295: GNN approaches,"Author_295A, Author_295B",2021,DOE,10.1109/PES.2021.470516,energy_policy,optimization,"GNN, renewable, power flow, SCADA",This paper investigates GNN methods for energy policy applications with emphasis on renewable techniques...,24,English,subscription,183,True,False,False,False,True,False,False,0.69
KB_0296,journal_article,Study on energy policy topic 296: low-rank adaptation approaches,"Author_296A, Author_296B",2024,NERC,10.1109/PES.2024.558117,energy_policy,analysis,"large language model, low-rank adaptation, question answering, curtailment",This paper investigates large language model methods for energy policy applications with emphasis on low-rank adaptation techniques...,30,English,public,264,True,False,True,False,False,False,False,0.73
KB_0297,grid_code,Study on renewable energy topic 297: question answering approaches,"Author_297A, Author_297B",2019,CIGRE,10.1109/PES.2019.649928,renewable_energy,review,"power flow, question answering, curtailment, unit commitment",This paper investigates power flow methods for renewable energy applications with emphasis on question answering techniques...,24,English,open_access,186,False,False,False,False,True,False,False,0.5
KB_0298,grid_code,Study on power systems topic 298: curtailment approaches,"Author_298A, Author_298B",2018,NERC,10.1109/PES.2018.386566,power_systems,analysis,"optimal power flow, curtailment, GNN, unit commitment",This paper investigates optimal power flow methods for power systems applications with emphasis on curtailment techniques...,10,English,open_access,214,False,False,False,True,False,False,False,0.59
KB_0299,conference_paper,Study on market design topic 299: large language model approaches,"Author_299A, Author_299B",2016,ENTSO-E,10.1109/PES.2016.961147,market_design,modeling,"voltage stability, large language model, renewable, anomaly detection",This paper investigates voltage stability methods for market design applications with emphasis on large language model techniques...,8,English,open_access,65,True,False,True,False,True,True,True,0.95
KB_0300,grid_code,Study on market design topic 300: optimal power flow approaches,"Author_300A, Author_300B",2022,IET,10.1109/PES.2022.682694,market_design,analysis,"inertia, unit commitment, optimal power flow, question answering",This paper investigates inertia methods for market design applications with emphasis on unit commitment techniques...,40,English,public,275,False,False,False,False,False,True,False,0.99
KB_0301,grid_code,Study on AI ML topic 301: frequency regulation approaches,"Author_301A, Author_301B",2018,IEEE,10.1109/PES.2018.558679,AI_ML,modeling,"voltage stability, frequency regulation, unit commitment, GNN",This paper investigates voltage stability methods for AI ML applications with emphasis on frequency regulation techniques...,34,English,subscription,16,False,False,False,False,False,False,False,0.66
KB_0302,grid_code,Study on renewable energy topic 302: demand forecasting approaches,"Author_302A, Author_302B",2017,Elsevier,10.1109/PES.2017.233300,renewable_energy,optimization,"GNN, curtailment, large language model, demand forecasting",This paper investigates GNN methods for renewable energy applications with emphasis on curtailment techniques...,36,English,open_access,37,False,False,True,False,True,False,False,0.78
KB_0303,technical_report,Study on grid operations topic 303: curtailment approaches,"Author_303A, Author_303B",2017,Elsevier,10.1109/PES.2017.217311,grid_operations,analysis,"frequency regulation, GNN, curtailment, multimodal learning",This paper investigates frequency regulation methods for grid operations applications with emphasis on GNN techniques...,18,English,subscription,53,False,False,False,True,False,False,False,0.8
KB_0304,regulatory_document,Study on grid operations topic 304: LoRA fine-tuning approaches,"Author_304A, Author_304B",2021,DOE,10.1109/PES.2021.623039,grid_operations,control,"LoRA fine-tuning, physics-informed, demand forecasting, market clearing",This paper investigates LoRA fine-tuning methods for grid operations applications with emphasis on physics-informed techniques...,24,English,open_access,152,False,True,True,True,False,False,False,0.92
KB_0305,grid_code,Study on power systems topic 305: optimal power flow approaches,"Author_305A, Author_305B",2023,IEEE,10.1109/PES.2023.487634,power_systems,control,"frequency regulation, GNN, physics-informed, optimal power flow",This paper investigates frequency regulation methods for power systems applications with emphasis on GNN techniques...,25,English,subscription,146,False,True,False,True,False,False,False,0.63
KB_0306,regulatory_document,Study on AI ML topic 306: low-rank adaptation approaches,"Author_306A, Author_306B",2015,DOE,10.1109/PES.2015.317694,AI_ML,optimization,"question answering, inertia, physics-informed, low-rank adaptation",This paper investigates question answering methods for AI ML applications with emphasis on inertia techniques...,13,English,open_access,100,False,True,False,False,False,False,False,0.68
KB_0307,regulatory_document,Study on market design topic 307: unit commitment approaches,"Author_307A, Author_307B",2016,CIGRE,10.1109/PES.2016.721929,market_design,modeling,"market clearing, GNN, inertia, unit commitment",This paper investigates market clearing methods for market design applications with emphasis on GNN techniques...,41,English,open_access,180,False,False,False,False,False,True,False,0.69
KB_0308,grid_code,Study on AI ML topic 308: demand forecasting approaches,"Author_308A, Author_308B",2015,FERC,10.1109/PES.2015.662328,AI_ML,forecasting,"decision support, demand forecasting, grid topology, physics-informed",This paper investigates decision support methods for AI ML applications with emphasis on demand forecasting techniques...,38,English,public,18,False,True,False,False,False,False,False,0.92
KB_0309,grid_code,Study on grid operations topic 309: physics-informed approaches,"Author_309A, Author_309B",2023,DOE,10.1109/PES.2023.291697,grid_operations,optimization,"physics-informed, SCADA, large language model, grid topology",This paper investigates physics-informed methods for grid operations applications with emphasis on SCADA techniques...,37,English,public,149,False,True,True,True,False,False,False,0.83
KB_0310,regulatory_document,Study on grid operations topic 310: renewable approaches,"Author_310A, Author_310B",2024,IEA,10.1109/PES.2024.910079,grid_operations,control,"SCADA, power flow, anomaly detection, renewable",This paper investigates SCADA methods for grid operations applications with emphasis on power flow techniques...,14,English,subscription,222,False,False,False,True,True,False,True,0.97
KB_0311,ieee_standard,Study on AI ML topic 311: curtailment approaches,"Author_311A, Author_311B",2017,IEA,10.1109/PES.2017.129708,AI_ML,optimization,"physics-informed, inertia, curtailment, anomaly detection",This paper investigates physics-informed methods for AI ML applications with emphasis on inertia techniques...,11,English,subscription,119,False,True,False,False,False,False,True,0.81
KB_0312,technical_report,Study on energy policy topic 312: low-rank adaptation approaches,"Author_312A, Author_312B",2020,IEEE,10.1109/PES.2020.679191,energy_policy,forecasting,"low-rank adaptation, unit commitment, demand forecasting, decision support",This paper investigates low-rank adaptation methods for energy policy applications with emphasis on unit commitment techniques...,25,English,open_access,32,False,False,False,False,False,False,False,0.87
KB_0313,conference_paper,Study on grid operations topic 313: inertia approaches,"Author_313A, Author_313B",2019,IEA,10.1109/PES.2019.319684,grid_operations,forecasting,"curtailment, decision support, market clearing, inertia",This paper investigates curtailment methods for grid operations applications with emphasis on decision support techniques...,42,English,open_access,29,True,False,False,True,False,False,False,0.93
KB_0314,ieee_standard,Study on renewable energy topic 314: demand forecasting approaches,"Author_314A, Author_314B",2023,IET,10.1109/PES.2023.769908,renewable_energy,review,"low-rank adaptation, multimodal learning, demand forecasting, market clearing",This paper investigates low-rank adaptation methods for renewable energy applications with emphasis on multimodal learning techniques...,40,English,public,86,False,False,False,False,True,False,False,0.74
KB_0315,technical_report,Study on AI ML topic 315: unit commitment approaches,"Author_315A, Author_315B",2018,NERC,10.1109/PES.2018.484790,AI_ML,modeling,"question answering, curtailment, unit commitment, physics-informed",This paper investigates question answering methods for AI ML applications with emphasis on curtailment techniques...,38,English,subscription,0,False,True,False,False,False,False,False,0.51
KB_0316,technical_report,Study on power systems topic 316: frequency regulation approaches,"Author_316A, Author_316B",2020,IEA,10.1109/PES.2020.501283,power_systems,analysis,"optimal power flow, frequency regulation, low-rank adaptation, anomaly detection",This paper investigates optimal power flow methods for power systems applications with emphasis on frequency regulation techniques...,43,English,public,20,False,False,False,True,False,False,True,0.83
KB_0317,grid_code,Study on AI ML topic 317: physics-informed approaches,"Author_317A, Author_317B",2020,FERC,10.1109/PES.2020.163612,AI_ML,modeling,"question answering, physics-informed, voltage stability, LoRA fine-tuning",This paper investigates question answering methods for AI ML applications with emphasis on physics-informed techniques...,22,English,open_access,137,False,True,True,False,False,False,False,0.67
KB_0318,conference_paper,Study on grid operations topic 318: inertia approaches,"Author_318A, Author_318B",2020,CAISO,10.1109/PES.2020.795777,grid_operations,optimization,"unit commitment, large language model, physics-informed, inertia",This paper investigates unit commitment methods for grid operations applications with emphasis on large language model techniques...,16,English,public,87,True,True,True,True,False,False,False,0.67
KB_0319,conference_paper,Study on market design topic 319: decision support approaches,"Author_319A, Author_319B",2024,IET,10.1109/PES.2024.534563,market_design,control,"optimal power flow, decision support, voltage stability, inertia",This paper investigates optimal power flow methods for market design applications with emphasis on decision support techniques...,25,English,subscription,118,True,False,False,False,False,True,False,0.73
KB_0320,technical_report,Study on energy policy topic 320: decision support approaches,"Author_320A, Author_320B",2019,EPRI,10.1109/PES.2019.592652,energy_policy,control,"low-rank adaptation, SCADA, decision support, question answering",This paper investigates low-rank adaptation methods for energy policy applications with emphasis on SCADA techniques...,8,English,open_access,259,False,False,False,False,False,False,False,0.97
KB_0321,journal_article,Study on renewable energy topic 321: voltage stability approaches,"Author_321A, Author_321B",2019,IEA,10.1109/PES.2019.956819,renewable_energy,forecasting,"unit commitment, decision support, GNN, voltage stability",This paper investigates unit commitment methods for renewable energy applications with emphasis on decision support techniques...,12,English,open_access,90,True,False,False,False,True,False,False,0.6
KB_0322,journal_article,Study on renewable energy topic 322: physics-informed approaches,"Author_322A, Author_322B",2021,IEEE,10.1109/PES.2021.601228,renewable_energy,control,"GNN, demand forecasting, physics-informed, multimodal learning",This paper investigates GNN methods for renewable energy applications with emphasis on demand forecasting techniques...,14,English,open_access,245,True,True,False,False,True,False,False,0.82
KB_0323,conference_paper,Study on power systems topic 323: grid topology approaches,"Author_323A, Author_323B",2023,DOE,10.1109/PES.2023.375239,power_systems,review,"GNN, inertia, grid topology, frequency regulation",This paper investigates GNN methods for power systems applications with emphasis on inertia techniques...,35,English,open_access,12,True,False,False,True,False,False,False,0.55
